drone,image,scaling_factor
20181029_D1_0900_0930,00309.jpg,0.12650067101105406
20181029_D1_0900_0930,00310.jpg,0.1265213965985437
20181029_D1_0900_0930,00311.jpg,0.12646794585509902
20181029_D1_0900_0930,00312.jpg,0.1264077457961722
20181029_D1_0900_0930,00313.jpg,0.12638751092207232
20181029_D1_0900_0930,00314.jpg,0.1262914786076444
20181029_D1_0900_0930,00315.jpg,0.12626891376049837
20181029_D1_0900_0930,00316.jpg,0.12626988608404402
20181029_D1_0900_0930,00317.jpg,0.1262287549843117
20181029_D1_0900_0930,00318.jpg,0.12616706646086284
20181029_D1_0900_0930,00319.jpg,0.12618315494964108
20181029_D1_0900_0930,00320.jpg,0.12612507578940244
20181029_D1_0900_0930,00321.jpg,0.12614718758773374
20181029_D1_0900_0930,00322.jpg,0.12614256924643572
20181029_D1_0900_0930,00323.jpg,0.12614472749394193
20181029_D1_0900_0930,00324.jpg,0.1260968418809052
20181029_D1_0900_0930,00325.jpg,0.1260795856970251
20181029_D1_0900_0930,00326.jpg,0.12601264570257184
20181029_D1_0900_0930,00327.jpg,0.1259163303779191
20181029_D1_0900_0930,00328.jpg,0.1258913232154851
20181029_D1_0900_0930,00329.jpg,0.12584707872042758
20181029_D1_0900_0930,00330.jpg,0.1258190496962795
20181029_D1_0900_0930,00331.jpg,0.12578694288007303
20181029_D1_0900_0930,00332.jpg,0.12566721031321984
20181029_D1_0900_0930,00333.jpg,0.12563230517216709
20181029_D1_0900_0930,00334.jpg,0.12564933379183663
20181029_D1_0900_0930,00335.jpg,0.1256590445535193
20181029_D1_0900_0930,00336.jpg,0.12573367229898907
20181029_D1_0900_0930,00337.jpg,0.12565172498271465
20181029_D1_0900_0930,00338.jpg,0.12560901107971556
20181029_D1_0900_0930,00339.jpg,0.12557776669961254
20181029_D1_0900_0930,00340.jpg,0.12551068002709964
20181029_D1_0900_0930,00341.jpg,0.1255374084321199
20181029_D1_0900_0930,00342.jpg,0.12551641086692733
20181029_D1_0900_0930,00343.jpg,0.1254599950008871
20181029_D1_0900_0930,00344.jpg,0.1254829002803062
20181029_D1_0900_0930,00345.jpg,0.12549524944604415
20181029_D1_0900_0930,00346.jpg,0.1254147066927429
20181029_D1_0900_0930,00347.jpg,0.12536662784800065
20181029_D1_0900_0930,00348.jpg,0.1253278325679282
20181029_D1_0900_0930,00349.jpg,0.12529574358611462
20181029_D1_0900_0930,00350.jpg,0.12526671583407784
20181029_D1_0900_0930,00351.jpg,0.1252459443279388
20181029_D1_0900_0930,00352.jpg,0.1252607671368343
20181029_D1_0900_0930,00353.jpg,0.12533126314967072
20181029_D1_0900_0930,00354.jpg,0.12535471128763143
20181029_D1_0900_0930,00355.jpg,0.12528606054160304
20181029_D1_0900_0930,00356.jpg,0.1253100922660525
20181029_D1_0900_0930,00357.jpg,0.1253285963089803
20181029_D1_0900_0930,00358.jpg,0.12524115419758694
20181029_D1_0900_0930,00359.jpg,0.12533415603166512
20181029_D1_0900_0930,00360.jpg,0.12536724279394698
20181029_D1_0900_0930,00361.jpg,0.1253930340435795
20181029_D1_0900_0930,00362.jpg,0.12541177965841022
20181029_D1_0900_0930,00363.jpg,0.1253290124031416
20181029_D1_0900_0930,00364.jpg,0.12529810332888444
20181029_D1_0900_0930,00365.jpg,0.12532346229928573
20181029_D1_0900_0930,00366.jpg,0.12537010508089877
20181029_D1_0900_0930,00367.jpg,0.12533597014556158
20181029_D1_0900_0930,00368.jpg,0.1253118983253493
20181029_D1_0900_0930,00369.jpg,0.1253302927533652
20181029_D1_0900_0930,00370.jpg,0.1253480484943763
20181029_D1_0900_0930,00371.jpg,0.1253960017558979
20181029_D1_0900_0930,00372.jpg,0.12537346455747045
20181029_D1_0900_0930,00373.jpg,0.1253863707260018
20181029_D1_0900_0930,00374.jpg,0.12540220384336362
20181029_D1_0900_0930,00375.jpg,0.12542484040437235
20181029_D1_0900_0930,00376.jpg,0.12543697439863968
20181029_D1_0900_0930,00377.jpg,0.12549718116790015
20181029_D1_0900_0930,00378.jpg,0.12546416043232217
20181029_D1_0900_0930,00379.jpg,0.125469643513766
20181029_D1_0900_0930,00380.jpg,0.1253992231932096
20181029_D1_0900_0930,00381.jpg,0.1254061252270882
20181029_D1_0900_0930,00382.jpg,0.1253585352454359
20181029_D1_0900_0930,00383.jpg,0.12532035499371852
20181029_D1_0900_0930,00384.jpg,0.1253461149352488
20181029_D1_0900_0930,00385.jpg,0.12536312197209723
20181029_D1_0900_0930,00386.jpg,0.12535976746828106
20181029_D1_0900_0930,00387.jpg,0.1253786305077408
20181029_D1_0900_0930,00388.jpg,0.12533292600359625
20181029_D1_0900_0930,00389.jpg,0.1253383142774392
20181029_D1_0900_0930,00390.jpg,0.1253097325847826
20181029_D1_0900_0930,00391.jpg,0.12531390936921394
20181029_D1_0900_0930,00392.jpg,0.12528171510879663
20181029_D1_0900_0930,00393.jpg,0.12532645294539646
20181029_D1_0900_0930,00394.jpg,0.12534409192123
20181029_D1_0900_0930,00395.jpg,0.12535787480901067
20181029_D1_0900_0930,00396.jpg,0.1253901163684978
20181029_D1_0900_0930,00397.jpg,0.12532307478647864
20181029_D1_0900_0930,00398.jpg,0.12535474938260488
20181029_D1_0900_0930,00399.jpg,0.1253733563800638
20181029_D1_0900_0930,00400.jpg,0.12539771357751783
20181029_D1_0900_0930,00401.jpg,0.12536261878332397
20181029_D1_0900_0930,00402.jpg,0.12531971451248514
20181029_D1_0900_0930,00403.jpg,0.12541771799218834
20181029_D1_0900_0930,00404.jpg,0.1254459181973434
20181029_D1_0900_0930,00405.jpg,0.12546531285973536
20181029_D1_0900_0930,00406.jpg,0.12549713755464356
20181029_D1_0900_0930,00407.jpg,0.12552409586236088
20181029_D1_0900_0930,00408.jpg,0.1255057973915322
20181029_D1_0900_0930,00409.jpg,0.1255365709854395
20181029_D1_0900_0930,00410.jpg,0.1255584273511734
20181029_D1_0900_0930,00411.jpg,0.12552453454918186
20181029_D1_0900_0930,00412.jpg,0.1255476401765279
20181029_D1_0900_0930,00413.jpg,0.1256029546941291
20181029_D1_0900_0930,00414.jpg,0.1256625520428358
20181029_D1_0900_0930,00415.jpg,0.12564187403290233
20181029_D1_0900_0930,00416.jpg,0.12567886798433342
20181029_D1_0900_0930,00417.jpg,0.1256943406578565
20181029_D1_0900_0930,00418.jpg,0.1257178601842573
20181029_D1_0900_0930,00419.jpg,0.12575923882994403
20181029_D1_0900_0930,00420.jpg,0.12579454888931763
20181029_D1_0900_0930,00421.jpg,0.1258109923372837
20181029_D1_0900_0930,00422.jpg,0.12581076044111547
20181029_D1_0900_0930,00423.jpg,0.12584247303444873
20181029_D1_0900_0930,00424.jpg,0.12582938613914676
20181029_D1_0900_0930,00425.jpg,0.1258476458985985
20181029_D1_0900_0930,00426.jpg,0.12584139664155408
20181029_D1_0900_0930,00427.jpg,0.12585581819458388
20181029_D1_0900_0930,00428.jpg,0.12581316708523022
20181029_D1_0900_0930,00429.jpg,0.12585907029367993
20181029_D1_0900_0930,00430.jpg,0.1257930097017936
20181029_D1_0900_0930,00431.jpg,0.1257993745730333
20181029_D1_0900_0930,00432.jpg,0.12582978107574852
20181029_D1_0900_0930,00433.jpg,0.12581502100325384
20181029_D1_0900_0930,00434.jpg,0.12576559876188478
20181029_D1_0900_0930,00435.jpg,0.1257585512481631
20181029_D1_0900_0930,00436.jpg,0.12572815239467083
20181029_D1_0900_0930,00437.jpg,0.12576955795443034
20181029_D1_0900_0930,00438.jpg,0.12573990657407452
20181029_D1_0900_0930,00439.jpg,0.12568575428840792
20181029_D1_0900_0930,00440.jpg,0.12567546392137388
20181029_D1_0900_0930,00441.jpg,0.12567107805680972
20181029_D1_0900_0930,00442.jpg,0.12569678599616374
20181029_D1_0900_0930,00443.jpg,0.12570313496467553
20181029_D1_0900_0930,00444.jpg,0.1256738721797851
20181029_D1_0900_0930,00445.jpg,0.12563004061507568
20181029_D1_0900_0930,00446.jpg,0.12563373832478578
20181029_D1_0900_0930,00447.jpg,0.12560026636220734
20181029_D1_0900_0930,00448.jpg,0.1255553002554982
20181029_D1_0900_0930,00449.jpg,0.12554914880465984
20181029_D1_0900_0930,00450.jpg,0.12553185406837578
20181029_D1_0900_0930,00451.jpg,0.12554561454035926
20181029_D1_0900_0930,00452.jpg,0.12553707390770286
20181029_D1_0900_0930,00453.jpg,0.12546912622600415
20181029_D1_0900_0930,00454.jpg,0.12545230423842235
20181029_D1_0900_0930,00455.jpg,0.1254720134816746
20181029_D1_0900_0930,00456.jpg,0.12551409873831967
20181029_D1_0900_0930,00457.jpg,0.12551640085977772
20181029_D1_0900_0930,00458.jpg,0.12551156525492482
20181029_D1_0900_0930,00459.jpg,0.12548334684001364
20181029_D1_0900_0930,00460.jpg,0.12543877319361632
20181029_D1_0900_0930,00461.jpg,0.12551697488120941
20181029_D1_0900_0930,00462.jpg,0.12555484926992794
20181029_D1_0900_0930,00463.jpg,0.12557268737782964
20181029_D1_0900_0930,00464.jpg,0.12558399934846395
20181029_D1_0900_0930,00465.jpg,0.125550676289923
20181029_D1_0900_0930,00466.jpg,0.1255446687902842
20181029_D1_0900_0930,00467.jpg,0.1255458810374206
20181029_D1_0900_0930,00468.jpg,0.12549784560051377
20181029_D1_0900_0930,00469.jpg,0.12550484205554877
20181029_D1_0900_0930,00470.jpg,0.12550593769564955
20181029_D1_0900_0930,00471.jpg,0.125474174943422
20181029_D1_0900_0930,00472.jpg,0.1254906184730484
20181029_D1_0900_0930,00473.jpg,0.12542805956590242
20181029_D1_0900_0930,00474.jpg,0.12544107630183043
20181029_D1_0900_0930,00475.jpg,0.1254294270195422
20181029_D1_0900_0930,00476.jpg,0.12541222665609714
20181029_D1_0900_0930,00477.jpg,0.125483036209538
20181029_D1_0900_0930,00478.jpg,0.1254906776194951
20181029_D1_0900_0930,00479.jpg,0.1254785324326525
20181029_D1_0900_0930,00480.jpg,0.1254989082960749
20181029_D1_0900_0930,00481.jpg,0.12548773123922272
